Id,SalePrice
1461,125627.3687
1462,162847.51927
1463,180467.24223
1464,197442.93699
1465,207009.52096
1466,171107.55666
1467,190638.02871
1468,162943.25173
1469,191747.07409
1470,117951.59782
1471,186591.63027
1472,97931.126732
1473,97018.335359
1474,154545.07266
1475,127947.58616
1476,352910.25899
1477,267060.72033
1478,277559.94889
1479,268531.25978
1480,504443.6061
1481,317281.83676
1482,212288.23869
1483,175720.52705
1484,164496.02607
1485,173376.93641
1486,195293.27005
1487,315876.05121
1488,241166.86783
1489,199798.76892
1490,215480.49706
1491,185353.23378
1492,96050.36245
1493,155021.90691
1494,279441.92236
1495,295716.22785
1496,225589.00341
1497,195641.13809
1498,166889.92717
1499,168151.97543
1500,158964.28831
1501,172928.1865
1502,159041.36973
1503,278246.78295
1504,234686.109
1505,219493.93271
1506,198296.90432
1507,252946.38214
1508,196914.16047
1509,160669.78924
1510,141819.8652
1511,146369.14418
1512,174622.37611
1513,140998.5302
1514,167084.69698
1515,208726.96255
1516,154414.36362
1517,170094.16168
1518,151666.69688
1519,217956.43022
1520,130743.39307
1521,136191.2349
1522,163865.10989
1523,111674.92044
1524,129118.77086
1525,125332.6624
1526,110543.17456
1527,105963.3176
1528,150502.18705
1529,141227.324
1530,178286.73514
1531,92408.259729
1532,100923.36083
1533,145044.82776
1534,122955.92095
1535,148098.24714
1536,108466.04189
1537,61148.991434
1538,146825.22374
1539,186549.25446
1540,100377.41514
1541,138186.86733
1542,149027.4685
1543,197744.16904
1544,94175.902804
1545,119244.12846
1546,129527.20899
1547,127496.19052
1548,145793.27306
1549,121175.6863
1550,127396.11691
1551,115037.10591
1552,117862.56368
1553,125813.02835
1554,120422.23801
1555,174589.70671
1556,97473.384579
1557,114456.01624
1558,110445.96902
1559,55378.964815
1560,138139.63198
1561,136559.51769
1562,127456.972
1563,117315.94877
1564,166114.77234
1565,135383.33106
1566,250501.21158
1567,82431.001416
1568,221379.65468
1569,110384.22479
1570,132778.53281
1571,118894.50461
1572,145761.12011
1573,240617.32503
1574,118164.24532
1575,206992.57756
1576,239313.85286
1577,181308.88813
1578,136710.41723
1579,146946.34331
1580,194842.09939
1581,150940.34927
1582,131264.96791
1583,323730.28911
1584,219771.86979
1585,135771.15089
1586,76888.468911
1587,99489.429701
1588,146613.97338
1589,96984.825866
1590,143678.95666
1591,94616.401635
1592,119744.63213
1593,120625.9465
1594,147615.99313
1595,101011.73701
1596,234795.54938
1597,208758.84786
1598,221661.78508
1599,166887.20203
1600,155916.29242
1601,70256.478244
1602,112246.28359
1603,63189.055565
1604,269535.5647
1605,235191.81621
1606,173393.1426
1607,209154.00562
1608,195564.5269
1609,190242.5007
1610,145473.11024
1611,130317.59557
1612,161458.98574
1613,156086.02131
1614,108873.95298
1615,92871.10924
1616,77459.0758
1617,94903.887954
1618,127994.9323
1619,133275.87714
1620,166552.15401
1621,140175.53406
1622,134741.12092
1623,247292.29256
1624,199462.53383
1625,127603.98962
1626,173409.19231
1627,191867.73384
1628,285286.25466
1629,178649.20703
1630,414980.18958
1631,229493.88675
1632,262226.40366
1633,166300.14788
1634,184580.1201
1635,172800.59325
1636,156001.64543
1637,194429.31081
1638,185051.18612
1639,182659.51064
1640,270539.43888
1641,177211.20992
1642,224281.59419
1643,226975.83463
1644,226762.46596
1645,197683.35721
1646,157728.23239
1647,160849.24219
1648,129930.18837
1649,141390.15632
1650,114875.35912
1651,125059.36091
1652,99548.312962
1653,103766.75887
1654,146603.65122
1655,142157.87105
1656,145357.09691
1657,147753.66379
1658,144164.76074
1659,136617.67515
1660,151221.75721
1661,441270.2914
1662,430558.35938
1663,371178.99987
